Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1064020,-,-,-,40.57,-80.02,0,353,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
1998,1,1,0,30,-10.100000000000001,0,0,0,1,-13.9,0,0,0,0,73.67,117.06,0.8,983,0.2,285,0.6000000000000001,0.0000,0.0000
1998,1,1,1,30,-10.600000000000001,0,0,0,0,-14.4,0,0,0,0,73.83,128.41,0.8,984,0.2,281,0.6000000000000001,0.0000,0.0000
1998,1,1,2,30,-11,0,0,0,1,-14.5,0,0,0,0,75.07000000000001,139.71,0.8,985,0.2,275,0.5,0.0000,0.0000
1998,1,1,3,30,-11.5,0,0,0,1,-14.700000000000001,0,0,0,0,77.32000000000001,150.41,0.8,986,0.2,263,0.6000000000000001,0.0000,0.0000
1998,1,1,4,30,-12,0,0,0,0,-14.700000000000001,0,0,0,0,80.33,159.15,0.8,986,0.2,249,0.6000000000000001,0.0000,0.0000
1998,1,1,5,30,-12.3,0,0,0,1,-14.600000000000001,0,0,0,0,82.67,162.39000000000001,0.8,987,0.30000000000000004,239,0.6000000000000001,0.0000,0.0000
1998,1,1,6,30,-12.600000000000001,0,0,0,1,-14.9,0,0,0,0,82.86,157.55,0.8,987,0.30000000000000004,232,0.6000000000000001,0.0000,0.0000
1998,1,1,7,30,-12.9,0,0,0,1,-15,0,0,0,0,84.13,148.17000000000002,0.8,987,0.30000000000000004,220,0.5,0.0000,0.0000
1998,1,1,8,30,-13.200000000000001,0,0,0,1,-15.100000000000001,0,0,0,0,85.56,137.26,0.8,987,0.4,209,0.5,0.0000,0.0000
1998,1,1,9,30,-13.5,0,0,0,4,-15.100000000000001,0,0,0,0,87.54,125.92,0.8,987,0.4,199,0.6000000000000001,0.0000,0.0000
1998,1,1,10,30,-13.5,0,0,0,8,-15.200000000000001,0,0,0,0,87.32000000000001,114.59,0.8,987,0.5,195,0.6000000000000001,0.0000,0.0000
1998,1,1,11,30,-13.200000000000001,0,0,0,1,-15.100000000000001,0,0,0,0,85.78,103.57000000000001,0.8,987,0.5,195,0.6000000000000001,0.0000,0.0000
1998,1,1,12,30,-12.200000000000001,0,0,0,1,-14.700000000000001,0,0,0,0,81.51,93.11,0.8,987,0.6000000000000001,195,0.6000000000000001,0.0000,0.0000
1998,1,1,13,30,-9.9,35,497,93,1,-13.700000000000001,35,497,0,93,73.58,83.41,0.8,987,0.6000000000000001,201,0.6000000000000001,0.0000,0.0000
1998,1,1,14,30,-7.1000000000000005,59,740,248,1,-11.600000000000001,59,740,0,248,70.03,75.22,0.8,987,0.6000000000000001,211,0.8,12.1041,9.2984
1998,1,1,15,30,-4.9,74,832,375,4,-10.4,149,219,0,228,65.53,68.79,0.8,986,0.7000000000000001,217,1,11.7970,9.1487
1998,1,1,16,30,-3.3000000000000003,83,867,453,4,-9.700000000000001,157,14,0,163,61.160000000000004,64.73,0.8,985,0.8,216,1,8.7115,6.7823
1998,1,1,17,30,-2.1,86,879,477,4,-9.3,186,282,0,311,57.870000000000005,63.53,0.8,983,0.8,214,1.1,16.7638,13.0634
1998,1,1,18,30,-1.3,78,881,445,0,-8.8,78,881,0,445,56.92,65.35,0.8,982,0.7000000000000001,214,1.1,23.6738,18.4216
1998,1,1,19,30,-1.1,66,836,353,0,-8.200000000000001,66,836,0,353,58.77,69.95,0.8,981,0.7000000000000001,215,1,18.0795,14.0015
1998,1,1,20,30,-1.4000000000000001,51,725,217,1,-7.5,51,725,0,217,63.01,76.8,0.8,981,0.7000000000000001,217,1,10.4597,8.0118
1998,1,1,21,30,-2.2,26,450,63,0,-7.2,26,450,0,63,68.64,85.27,0.8,980,0.8,218,0.9,0.0000,0.0000
1998,1,1,22,30,-2.6,0,0,0,0,-7,0,0,0,0,71.58,95.22,0.8,980,0.8,219,0.9,0.0000,0.0000
1998,1,1,23,30,-2.7,0,0,0,0,-6.7,0,0,0,0,73.97,105.81,0.8,980,0.8,219,0.9,0.0000,0.0000
1998,1,2,0,30,-2.5,0,0,0,0,-6.300000000000001,0,0,0,0,75.13,116.92,0.65,980,0.8,224,0.9,0.0000,0.0000
1998,1,2,1,30,-2.4000000000000004,0,0,0,0,-5.9,0,0,0,0,76.65,128.27,0.65,980,0.8,227,0.9,0.0000,0.0000
1998,1,2,2,30,-2.3000000000000003,0,0,0,1,-5.6000000000000005,0,0,0,0,77.97,139.57,0.65,980,0.9,231,0.9,0.0000,0.0000
1998,1,2,3,30,-2.3000000000000003,0,0,0,0,-5.2,0,0,0,0,80.24,150.27,0.65,980,0.9,234,0.8,0.0000,0.0000
