Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1064020,-,-,-,40.57,-80.02,0,353,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2013,1,1,0,30,-1.8,0,0,0,7,-1.9000000000000001,0,0,0,0,99.3,117.01,0.73,974,1.4000000000000001,232,0.7000000000000001,0.0000,0.0000
2013,1,1,1,30,-1.9000000000000001,0,0,0,6,-2,0,0,0,0,99.32000000000001,128.36,0.73,974,1.3,233,0.6000000000000001,0.0000,0.0000
2013,1,1,2,30,-2.1,0,0,0,7,-2.1,0,0,0,0,99.72,139.66,0.73,974,1.2000000000000002,235,0.6000000000000001,0.0000,0.0000
2013,1,1,3,30,-2.2,0,0,0,7,-2.3000000000000003,0,0,0,0,99.44,150.36,0.73,973,1.2000000000000002,238,0.6000000000000001,0.0000,0.0000
2013,1,1,4,30,-2.3000000000000003,0,0,0,7,-2.4000000000000004,0,0,0,0,99.3,159.11,0.73,973,1.2000000000000002,242,0.5,0.0000,0.0000
2013,1,1,5,30,-2.5,0,0,0,7,-2.6,0,0,0,0,99.41,162.36,0.73,973,1.1,242,0.5,0.0000,0.0000
2013,1,1,6,30,-2.6,0,0,0,7,-2.8000000000000003,0,0,0,0,98.87,157.54,0.73,973,1.1,240,0.4,0.0000,0.0000
2013,1,1,7,30,-2.7,0,0,0,7,-2.8000000000000003,0,0,0,0,98.98,148.17000000000002,0.73,973,1.2000000000000002,239,0.4,0.0000,0.0000
2013,1,1,8,30,-2.8000000000000003,0,0,0,7,-2.9000000000000004,0,0,0,0,99.09,137.27,0.73,973,1.2000000000000002,238,0.4,0.0000,0.0000
2013,1,1,9,30,-2.9000000000000004,0,0,0,7,-3.1,0,0,0,0,98.42,125.93,0.73,973,1.1,238,0.30000000000000004,0.0000,0.0000
2013,1,1,10,30,-3,0,0,0,7,-3.2,0,0,0,0,98.76,114.60000000000001,0.73,973,1.1,242,0.30000000000000004,0.0000,0.0000
2013,1,1,11,30,-3.2,0,0,0,6,-3.3000000000000003,0,0,0,0,99.22,103.57000000000001,0.73,973,1,252,0.30000000000000004,0.0000,0.0000
2013,1,1,12,30,-3.3000000000000003,0,0,0,6,-3.5,0,0,0,0,98.22,93.12,0.73,973,1,264,0.30000000000000004,0.0000,0.0000
