Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1064020,-,-,-,40.57,-80.02,0,353,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2010,1,1,0,30,0.2,0,0,0,4,0.2,0,0,0,0,100,117.05,0.71,973,1.2000000000000002,236,0.30000000000000004,0.0000,0.0000
2010,1,1,1,30,0.1,0,0,0,4,0.1,0,0,0,0,100,128.4,0.71,973,1.1,245,0.30000000000000004,0.0000,0.0000
2010,1,1,2,30,0,0,0,0,4,0,0,0,0,0,100,139.70000000000002,0.71,973,1.1,251,0.30000000000000004,0.0000,0.0000
2010,1,1,3,30,-0.1,0,0,0,4,-0.1,0,0,0,0,100,150.4,0.71,973,1,258,0.30000000000000004,0.0000,0.0000
2010,1,1,4,30,-0.2,0,0,0,4,-0.2,0,0,0,0,100,159.14000000000001,0.71,972,0.9,261,0.30000000000000004,0.0000,0.0000
2010,1,1,5,30,-0.4,0,0,0,4,-0.4,0,0,0,0,100,162.39000000000001,0.71,972,0.9,260,0.30000000000000004,0.0000,0.0000
2010,1,1,6,30,-0.6000000000000001,0,0,0,4,-0.6000000000000001,0,0,0,0,100,157.54,0.71,972,0.9,260,0.30000000000000004,0.0000,0.0000
2010,1,1,7,30,-0.8,0,0,0,4,-0.8,0,0,0,0,100,148.17000000000002,0.71,973,0.9,258,0.30000000000000004,0.0000,0.0000
2010,1,1,8,30,-1.1,0,0,0,4,-1.1,0,0,0,0,100,137.26,0.71,973,0.8,260,0.4,0.0000,0.0000
2010,1,1,9,30,-1.3,0,0,0,4,-1.3,0,0,0,0,100,125.92,0.71,973,0.8,267,0.4,0.0000,0.0000
