Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1064020,-,-,-,40.57,-80.02,0,353,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2021,1,1,0,30,-3.9000000000000004,0,0,0,7,-5.5,0,0,0,0,88.4,117.01,0.72,987,0.4,37,0.5,0.0000,0.0000
2021,1,1,1,30,-4.3,0,0,0,4,-5.5,0,0,0,0,91.36,128.37,0.72,988,0.4,45,0.4,0.0000,0.0000
2021,1,1,2,30,-4.6000000000000005,0,0,0,7,-5.800000000000001,0,0,0,0,91.37,139.67000000000002,0.72,988,0.30000000000000004,54,0.4,0.0000,0.0000
2021,1,1,3,30,-4.800000000000001,0,0,0,7,-6.1000000000000005,0,0,0,0,90.68,150.37,0.72,988,0.30000000000000004,65,0.4,0.0000,0.0000
2021,1,1,4,30,-4.800000000000001,0,0,0,4,-6.2,0,0,0,0,90,159.12,0.72,988,0.30000000000000004,75,0.4,0.0000,0.0000
2021,1,1,5,30,-5.2,0,0,0,4,-6.2,0,0,0,0,92.67,162.37,0.72,988,0.30000000000000004,82,0.4,0.0000,0.0000
2021,1,1,6,30,-5.7,0,0,0,4,-6.4,0,0,0,0,95.08,157.54,0.72,988,0.30000000000000004,86,0.5,0.0000,0.0000
2021,1,1,7,30,-5.800000000000001,0,0,0,4,-6.4,0,0,0,0,95.87,148.17000000000002,0.72,988,0.4,86,0.5,0.0000,0.0000
2021,1,1,8,30,-5.4,0,0,0,7,-6.2,0,0,0,0,93.94,137.26,0.72,988,0.4,82,0.5,0.0000,0.0000
2021,1,1,9,30,-4.5,0,0,0,7,-5.9,0,0,0,0,89.76,125.92,0.72,987,0.5,78,0.5,0.0000,0.0000
