Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1064020,-,-,-,40.57,-80.02,0,353,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2011,1,1,0,30,3.7,0,0,0,0,3.7,0,0,0,0,100,117.08,0.14,975,2.1,175,0.4,0.0000,0.0000
2011,1,1,1,30,3.7,0,0,0,3,3.7,0,0,0,0,100,128.44,0.14,975,2,177,0.4,0.0000,0.0000
2011,1,1,2,30,3.3000000000000003,0,0,0,4,3.3000000000000003,0,0,0,0,100,139.73,0.14,975,2,178,0.4,0.0000,0.0000
2011,1,1,3,30,2.9000000000000004,0,0,0,7,2.9000000000000004,0,0,0,0,100,150.44,0.14,975,2,179,0.4,0.0000,0.0000
2011,1,1,4,30,2.5,0,0,0,3,2.5,0,0,0,0,100,159.17000000000002,0.14,975,2,178,0.4,0.0000,0.0000
2011,1,1,5,30,2.1,0,0,0,7,2.1,0,0,0,0,100,162.4,0.14,974,2,173,0.4,0.0000,0.0000
2011,1,1,6,30,2,0,0,0,7,2,0,0,0,0,100,157.54,0.14,974,2,161,0.4,0.0000,0.0000
2011,1,1,7,30,2,0,0,0,7,2,0,0,0,0,100,148.16,0.14,973,1.9000000000000001,155,0.4,0.0000,0.0000
2011,1,1,8,30,2.1,0,0,0,7,2.1,0,0,0,0,100,137.25,0.14,972,1.9000000000000001,157,0.4,0.0000,0.0000
2011,1,1,9,30,2.1,0,0,0,7,2.1,0,0,0,0,100,125.9,0.14,972,2,162,0.4,0.0000,0.0000
2011,1,1,10,30,2.1,0,0,0,6,2.1,0,0,0,0,100,114.58,0.14,972,2.2,162,0.30000000000000004,0.0000,0.0000
2011,1,1,11,30,2.1,0,0,0,6,2.1,0,0,0,0,100,103.55,0.14,972,2.3000000000000003,168,0.30000000000000004,0.0000,0.0000
2011,1,1,12,30,2.9000000000000004,0,0,0,6,2.6,0,0,0,0,97.61,93.11,0.14,973,2.4000000000000004,181,0.4,0.0000,0.0000
