Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1064020,-,-,-,40.57,-80.02,0,353,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2016,1,1,0,30,-0.8,0,0,0,8,-2.8000000000000003,0,0,0,0,86.31,117.11,0.14,981,0.7000000000000001,280,0.4,0.0000,0.0000
2016,1,1,1,30,-1.2000000000000002,0,0,0,8,-3.1,0,0,0,0,86.79,128.46,0.14,980,0.7000000000000001,272,0.4,0.0000,0.0000
2016,1,1,2,30,-1.5,0,0,0,8,-3.4000000000000004,0,0,0,0,86.87,139.76,0.14,980,0.7000000000000001,266,0.5,0.0000,0.0000
2016,1,1,3,30,-1.8,0,0,0,8,-3.7,0,0,0,0,86.94,150.46,0.14,980,0.7000000000000001,261,0.5,0.0000,0.0000
2016,1,1,4,30,-2,0,0,0,4,-3.8000000000000003,0,0,0,0,87.2,159.20000000000002,0.14,980,0.7000000000000001,256,0.5,0.0000,0.0000
2016,1,1,5,30,-2.3000000000000003,0,0,0,8,-3.9000000000000004,0,0,0,0,88.55,162.41,0.14,979,0.7000000000000001,253,0.5,0.0000,0.0000
2016,1,1,6,30,-2.4000000000000004,0,0,0,8,-4,0,0,0,0,88.8,157.54,0.14,979,0.7000000000000001,250,0.5,0.0000,0.0000
2016,1,1,7,30,-2.5,0,0,0,8,-4,0,0,0,0,89.18,148.15,0.14,979,0.7000000000000001,249,0.5,0.0000,0.0000
2016,1,1,8,30,-2.5,0,0,0,8,-4.1000000000000005,0,0,0,0,88.54,137.24,0.14,979,0.7000000000000001,248,0.5,0.0000,0.0000
2016,1,1,9,30,-2.5,0,0,0,8,-4.3,0,0,0,0,87.52,125.89,0.14,979,0.6000000000000001,247,0.6000000000000001,0.0000,0.0000
2016,1,1,10,30,-2.5,0,0,0,8,-4.5,0,0,0,0,86.24,114.56,0.14,978,0.6000000000000001,246,0.6000000000000001,0.0000,0.0000
