Date,Temp,Rain,Wind,UV,Energy,River
2011-03-13 04:30:00,2.7,0.9,0.8,0.0,1280.0,21.05
2011-03-13 05:30:00,1.4,0.8,0.7000000000000001,0.0,1278.0,20.95
2011-03-13 06:30:00,0.3,0.8,0.6000000000000001,0.0,1294.0,20.9
2011-03-13 07:30:00,-0.5,0.8,0.6000000000000001,0.0,1307.0,20.86
2011-03-13 08:30:00,-0.9,0.8,0.6000000000000001,0.0,1349.0,20.81
2011-03-13 09:30:00,-1.3,0.8,0.6000000000000001,0.0,1403.0,20.78
2011-03-13 10:30:00,-1.6,0.8,0.6000000000000001,0.0,1469.0,20.74
2011-03-13 11:30:00,-1.1,0.8,0.6000000000000001,0.0,1516.0,20.75
2011-03-13 12:30:00,0.6000000000000001,0.8,0.7000000000000001,0.0,1556.0,20.74
2011-03-13 13:30:00,2.2,0.8,0.8,0.9758,1579.0,20.75
2011-03-13 14:30:00,3.3000000000000003,0.8,0.9,2.9825,1602.0,20.72
2011-03-13 15:30:00,3.9,0.8,0.9,5.806,1604.0,20.72
2011-03-13 16:30:00,4.2,0.8,0.9,7.9746,1592.0,20.71
2011-03-13 17:30:00,4.3,0.8,0.9,7.7277,1602.0,20.7
2011-03-13 18:30:00,4.2,0.8,0.9,5.9806,1624.0,20.69
2011-03-13 19:30:00,4.0,0.8,0.8,7.8164,1641.0,20.67
2011-03-13 20:30:00,3.6,0.7000000000000001,0.7000000000000001,4.2515,1692.0,20.66
2011-03-13 21:30:00,2.7,0.7000000000000001,0.5,1.2319,1721.0,20.64
2011-03-13 22:30:00,0.9,0.7000000000000001,0.3,0.0,1693.0,20.65
2011-03-13 23:30:00,-0.5,0.7000000000000001,0.3,0.0,1613.0,20.65
2011-03-14 00:30:00,-1.7000000000000002,0.7000000000000001,0.3,0.0,1542.0,20.66
2011-03-14 01:30:00,-2.7,0.7000000000000001,0.3,0.0,1457.0,20.65
2011-03-14 02:30:00,-3.2,0.7000000000000001,0.3,0.0,1417.0,20.67
2011-03-14 03:30:00,-3.1,0.7000000000000001,0.3,0.0,1411.0,20.67
2011-03-14 04:30:00,-2.9000000000000004,0.7000000000000001,0.3,0.0,1390.0,20.68
2011-03-14 05:30:00,-2.8000000000000003,0.7000000000000001,0.3,0.0,1416.0,20.67
2011-03-14 06:30:00,-2.9000000000000004,0.7000000000000001,0.3,0.0,1492.0,20.65
2011-03-14 07:30:00,-2.7,0.7000000000000001,0.3,0.0,1621.0,20.65
2011-03-14 08:30:00,-2.2,0.6000000000000001,0.3,0.0,1768.0,20.62
2011-03-14 09:30:00,-2.0,0.6000000000000001,0.3,0.0,1774.0,20.6
2011-03-14 10:30:00,-2.2,0.6000000000000001,0.3,0.0,1786.0,20.6
2011-03-14 11:30:00,-1.6,0.5,0.4,0.0,1791.0,20.54
2011-03-14 12:30:00,0.2,0.5,0.5,0.0,1784.0,20.56
2011-03-14 13:30:00,2.0,0.5,0.6000000000000001,5.9744,1771.0,20.53
2011-03-14 14:30:00,3.6,0.5,0.6000000000000001,21.5279,1726.0,20.48
2011-03-14 15:30:00,5.0,0.5,0.5,26.4818,1727.0,20.46
2011-03-14 16:30:00,6.0,0.5,0.5,45.7323,1679.0,20.42
2011-03-14 17:30:00,6.800000000000001,0.5,0.5,38.9756,1665.0,20.4
2011-03-14 18:30:00,7.1000000000000005,0.5,0.4,34.9828,1664.0,20.43
2011-03-14 19:30:00,6.800000000000001,0.5,0.3,28.8289,1669.0,20.39
2011-03-14 20:30:00,6.2,0.6000000000000001,0.2,22.3402,1738.0,20.38
2011-03-14 21:30:00,5.1000000000000005,0.5,0.3,12.397,1772.0,20.33
2011-03-14 22:30:00,3.2,0.5,0.7000000000000001,0.0,1717.0,20.3
2011-03-14 23:30:00,2.2,0.5,0.9,0.0,1623.0,20.29
2011-03-15 00:30:00,-0.5,0.4,0.8,0.0,1511.0,20.21
2011-03-15 01:30:00,-1.9,0.4,0.6000000000000001,0.0,1430.0,20.26
2011-03-15 02:30:00,-2.8000000000000003,0.4,0.4,0.0,1394.0,20.24
2011-03-15 03:30:00,-2.9000000000000004,0.4,0.4,0.0,1387.0,20.23
2011-03-15 04:30:00,-2.6,0.4,0.4,0.0,1391.0,20.21
2011-03-15 05:30:00,-2.3000000000000003,0.4,0.5,0.0,1419.0,20.21
2011-03-15 06:30:00,-2.4000000000000004,0.4,0.5,0.0,1494.0,20.18
2011-03-15 07:30:00,-2.8000000000000003,0.4,0.5,0.0,1643.0,20.11
2011-03-15 08:30:00,-2.9000000000000004,0.4,0.5,0.0,1777.0,20.16
2011-03-15 09:30:00,-2.8000000000000003,0.5,0.5,0.0,1765.0,20.13
2011-03-15 10:30:00,-2.3000000000000003,0.6000000000000001,0.6000000000000001,0.0,1782.0,20.09
2011-03-15 11:30:00,-1.2000000000000002,0.8,0.6000000000000001,0.0,1784.0,20.04
2011-03-15 12:30:00,0.8,1.0,0.7000000000000001,2.5266,1786.0,20.01
2011-03-15 13:30:00,2.8000000000000003,1.3,0.7000000000000001,9.4007,1778.0,20.01
2011-03-15 14:30:00,4.4,1.6,0.8,4.6024,1757.0,19.99
2011-03-15 15:30:00,5.7,1.8,0.8,4.785,1737.0,19.97
2011-03-15 16:30:00,6.800000000000001,1.9,0.8,4.2318,1732.0,19.98
2011-03-15 17:30:00,7.2,2.0,0.8,23.2323,1734.0,19.94
2011-03-15 18:30:00,6.5,2.0,0.8,14.1603,1716.0,19.98
2011-03-15 19:30:00,5.6000000000000005,1.9,0.7000000000000001,6.6253,1727.0,19.92
2011-03-15 20:30:00,5.2,1.7000000000000002,0.7000000000000001,6.7013,1780.0,19.9
2011-03-15 21:30:00,4.9,1.7000000000000002,0.7000000000000001,3.4534,1765.0,19.9
2011-03-15 22:30:00,4.3,1.7000000000000002,0.7000000000000001,0.0,1719.0,19.93
2011-03-15 23:30:00,3.9,1.7000000000000002,0.7000000000000001,0.0,1626.0,19.88
2011-03-16 00:30:00,3.3000000000000003,1.7000000000000002,0.6000000000000001,0.0,1520.0,19.88
2011-03-16 01:30:00,3.3000000000000003,1.7000000000000002,0.6000000000000001,0.0,1458.0,19.85
2011-03-16 02:30:00,3.3000000000000003,1.6,0.6000000000000001,0.0,1419.0,19.87
2011-03-16 03:30:00,3.3000000000000003,1.6,0.6000000000000001,0.0,1378.0,19.82
2011-03-16 04:30:00,3.1,1.6,0.6000000000000001,0.0,1376.0,19.81
2011-03-16 05:30:00,3.1,1.6,0.6000000000000001,0.0,1391.0,19.82
2011-03-16 06:30:00,3.4000000000000004,1.6,0.6000000000000001,0.0,1457.0,19.8
2011-03-16 07:30:00,3.8,1.7000000000000002,0.6000000000000001,0.0,1589.0,19.82
2011-03-16 08:30:00,4.0,1.6,0.6000000000000001,0.0,1713.0,19.78
2011-03-16 09:30:00,4.3,1.6,0.6000000000000001,0.0,1718.0,19.74
2011-03-16 10:30:00,4.5,1.5,0.7000000000000001,0.0,1741.0,19.63
2011-03-16 11:30:00,4.6000000000000005,1.4,0.7000000000000001,0.0,1778.0,19.61
2011-03-16 12:30:00,4.7,1.3,0.6000000000000001,0.8103,1758.0,19.55
2011-03-16 13:30:00,5.1000000000000005,1.2000000000000002,0.6000000000000001,1.7094,1774.0,19.48
2011-03-16 14:30:00,5.800000000000001,1.2000000000000002,0.7000000000000001,4.3894,1778.0,19.45
2011-03-16 15:30:00,6.800000000000001,1.2000000000000002,0.8,7.3897,1766.0,19.38
2011-03-16 16:30:00,8.0,1.3,0.9,9.2971,1742.0,19.37
2011-03-16 17:30:00,8.4,1.4,0.9,7.5155,1791.0,19.36
2011-03-16 18:30:00,8.0,1.4,0.8,4.8818,1769.0,19.37
2011-03-16 19:30:00,7.6,1.3,0.8,5.191,1724.0,19.4
2011-03-16 20:30:00,7.300000000000001,1.2000000000000002,0.7000000000000001,3.7715,1738.0,19.43
2011-03-16 21:30:00,6.7,1.1,0.5,1.2395,1765.0,19.43
2011-03-16 22:30:00,5.300000000000001,1.1,0.3,5.9592,1750.0,19.48
2011-03-16 23:30:00,4.3,1.0,0.3,0.0,1634.0,19.5
2011-03-17 00:30:00,2.3000000000000003,0.9,0.3,0.0,1520.0,19.53
2011-03-17 01:30:00,1.8,0.8,0.4,0.0,1436.0,19.53
2011-03-17 02:30:00,2.0,0.8,0.4,0.0,1416.0,19.53
2011-03-17 03:30:00,2.5,0.8,0.5,0.0,1376.0,19.5
2011-03-17 04:30:00,2.7,0.9,0.5,0.0,1358.0,19.47
2011-03-17 05:30:00,2.8000000000000003,0.9,0.5,0.0,1397.0,19.46
2011-03-17 06:30:00,2.9000000000000004,0.9,0.5,0.0,1470.0,19.46
2011-03-17 07:30:00,2.9000000000000004,0.9,0.5,0.0,1616.0,19.45
2011-03-17 08:30:00,2.9000000000000004,0.9,0.5,0.0,1717.0,19.38
2011-03-17 09:30:00,2.7,1.0,0.5,0.0,1717.0,19.29
2011-03-17 10:30:00,2.6,1.0,0.5,0.0,1693.0,19.24
2011-03-17 11:30:00,2.8000000000000003,1.1,0.5,0.0,1694.0,19.21
2011-03-17 12:30:00,3.5,1.2000000000000002,0.6000000000000001,6.8173,1704.0,19.0
2011-03-17 13:30:00,4.800000000000001,1.2000000000000002,0.6000000000000001,17.6614,1678.0,18.87
2011-03-17 14:30:00,7.4,1.3,0.7000000000000001,29.2256,1678.0,18.76
2011-03-17 15:30:00,10.7,1.5,0.8,38.6188,1667.0,18.67
2011-03-17 16:30:00,12.9,1.6,0.8,44.6528,1631.0,19.18
2011-03-17 17:30:00,14.0,1.6,0.9,46.6782,1649.0,19.38
2011-03-17 18:30:00,13.9,1.6,0.8,44.3936,1615.0,19.27
2011-03-17 19:30:00,13.2,1.6,0.8,29.4499,1588.0,19.24
2011-03-17 20:30:00,12.7,1.6,0.7000000000000001,23.0505,1637.0,19.17
2011-03-17 21:30:00,11.9,1.6,0.6000000000000001,13.7644,1664.0,19.12
2011-03-17 22:30:00,10.5,1.6,0.6000000000000001,4.6234,1640.0,19.09
2011-03-17 23:30:00,9.7,1.6,0.6000000000000001,0.0,1525.0,19.06
2011-03-18 00:30:00,8.9,1.7000000000000002,0.6000000000000001,0.0,1408.0,19.04
2011-03-18 01:30:00,8.700000000000001,1.8,0.6000000000000001,0.0,1345.0,19.05
2011-03-18 02:30:00,8.8,1.9,0.7000000000000001,0.0,1321.0,19.01
2011-03-18 03:30:00,9.0,2.0,0.8,0.0,1275.0,18.97
2011-03-18 04:30:00,9.4,2.2,0.8,0.0,1266.0,18.94
2011-03-18 05:30:00,9.7,2.4000000000000004,0.8,0.0,1281.0,18.91
2011-03-18 06:30:00,10.5,2.5,0.9,0.0,1351.0,18.88
2011-03-18 07:30:00,11.3,2.5,0.9,0.0,1513.0,18.9
2011-03-18 08:30:00,11.8,2.7,0.9,0.0,1603.0,18.91
2011-03-18 09:30:00,12.1,2.8000000000000003,0.9,0.0,1598.0,18.91
2011-03-18 10:30:00,12.5,2.7,0.8,0.0,1680.0,18.89
2011-03-18 11:30:00,12.9,2.5,0.7000000000000001,0.0,1689.0,18.93
2011-03-18 12:30:00,14.0,2.4000000000000004,0.6000000000000001,1.3356,1712.0,18.83
2011-03-18 13:30:00,15.6,2.2,0.7000000000000001,14.5852,1714.0,18.83
2011-03-18 14:30:00,17.0,2.0,0.7000000000000001,24.0379,1701.0,18.81
2011-03-18 15:30:00,17.900000000000002,1.8,0.8,38.8455,1673.0,18.82
2011-03-18 16:30:00,18.3,1.6,0.8,30.1947,1686.0,18.79
2011-03-18 17:30:00,18.3,1.6,0.9,47.0799,1657.0,18.78
2011-03-18 18:30:00,18.2,1.5,0.9,37.8373,1614.0,18.77
2011-03-18 19:30:00,17.7,1.5,0.8,38.616,1594.0,18.73
2011-03-18 20:30:00,16.7,1.5,0.7000000000000001,29.0906,1620.0,18.72
2011-03-18 21:30:00,14.7,1.6,0.5,14.0508,1603.0,18.68
2011-03-18 22:30:00,11.7,1.6,0.4,4.7187,1557.0,18.67
2011-03-18 23:30:00,10.0,1.6,0.4,0.0,1471.0,18.68
2011-03-19 00:30:00,9.8,1.8,0.8,0.0,1375.0,18.66
2011-03-19 01:30:00,8.4,2.0,0.8,0.0,1294.0,18.61
2011-03-19 02:30:00,6.800000000000001,1.9,0.5,0.0,1255.0,18.62
2011-03-19 03:30:00,5.5,1.5,0.3,0.0,1237.0,18.61
2011-03-19 04:30:00,4.5,1.2000000000000002,0.4,0.0,1226.0,18.6
2011-03-19 05:30:00,4.2,1.0,0.4,0.0,1222.0,18.59
2011-03-19 06:30:00,4.4,0.8,0.5,0.0,1230.0,18.61
2011-03-19 07:30:00,4.0,0.7000000000000001,0.5,0.0,1317.0,18.62
2011-03-19 08:30:00,3.1,0.7000000000000001,0.5,0.0,1368.0,18.59
2011-03-19 09:30:00,2.0,0.7000000000000001,0.4,0.0,1423.0,18.59
2011-03-19 10:30:00,1.4,0.6000000000000001,0.4,0.0,1485.0,18.6
2011-03-19 11:30:00,1.7000000000000002,0.6000000000000001,0.4,0.0,1522.0,18.59
2011-03-19 12:30:00,3.0,0.6000000000000001,0.6000000000000001,7.7822,1529.0,18.59
2011-03-19 13:30:00,4.7,0.6000000000000001,0.7000000000000001,19.2219,1514.0,18.59
2011-03-19 14:30:00,6.1000000000000005,0.6000000000000001,0.8,23.0207,1502.0,18.52
2011-03-19 15:30:00,7.2,0.6000000000000001,0.8,40.9268,1482.0,18.5
2011-03-19 16:30:00,8.200000000000001,0.6000000000000001,0.8,46.8763,1460.0,18.48
2011-03-19 17:30:00,8.9,0.6000000000000001,0.8,48.9072,1455.0,18.46
2011-03-19 18:30:00,9.2,0.6000000000000001,0.8,46.8997,1458.0,18.48
2011-03-19 19:30:00,9.0,0.7000000000000001,0.8,39.8747,1463.0,18.49
2011-03-19 20:30:00,8.3,0.7000000000000001,0.7000000000000001,29.9114,1493.0,18.51
2011-03-19 21:30:00,6.800000000000001,0.7000000000000001,0.6000000000000001,18.0266,1580.0,18.54
2011-03-19 22:30:00,3.9,0.6000000000000001,0.4,7.0553,1545.0,18.55
2011-03-19 23:30:00,2.1,0.6000000000000001,0.4,0.0,1499.0,18.55
2011-03-20 00:30:00,0.5,0.5,0.4,0.0,1421.0,18.55
2011-03-20 01:30:00,-0.8,0.5,0.3,0.0,1356.0,18.59
2011-03-20 02:30:00,-1.8,0.5,0.3,0.0,1318.0,18.58
2011-03-20 03:30:00,-2.4000000000000004,0.5,0.3,0.0,1294.0,18.57
2011-03-20 04:30:00,-2.7,0.5,0.3,0.0,1301.0,18.59
2011-03-20 05:30:00,-3.0,0.5,0.3,0.0,1297.0,18.6
2011-03-20 06:30:00,-3.3000000000000003,0.5,0.3,0.0,1324.0,18.55
2011-03-20 07:30:00,-3.4000000000000004,0.5,0.3,0.0,1375.0,18.54
2011-03-20 08:30:00,-3.0,0.5,0.4,0.0,1404.0,18.48
2011-03-20 09:30:00,-2.6,0.6000000000000001,0.4,0.0,1411.0,18.45
2011-03-20 10:30:00,-2.5,0.6000000000000001,0.4,0.0,1468.0,18.42
2011-03-20 11:30:00,-1.7000000000000002,0.6000000000000001,0.4,0.0,1469.0,18.35
2011-03-20 12:30:00,0.0,0.7000000000000001,0.5,3.6329,1483.0,18.18
2011-03-20 13:30:00,2.4000000000000004,0.7000000000000001,0.6000000000000001,14.1425,1474.0,18.07
2011-03-20 14:30:00,5.2,0.7000000000000001,0.6000000000000001,22.5599,1459.0,18.03
2011-03-20 15:30:00,7.9,0.7000000000000001,0.7000000000000001,35.8729,1432.0,18.02
2011-03-20 16:30:00,10.1,0.7000000000000001,0.7000000000000001,41.3708,1428.0,18.02
2011-03-20 17:30:00,11.6,0.8,0.6000000000000001,49.0725,1419.0,18.0
2011-03-20 18:30:00,12.4,1.0,0.6000000000000001,46.3549,1420.0,18.01
2011-03-20 19:30:00,12.2,1.3,0.5,39.4539,1450.0,18.08
2011-03-20 20:30:00,11.3,1.6,0.5,29.2821,1536.0,18.09
2011-03-20 21:30:00,9.9,1.9,0.5,15.4578,1565.0,18.09
2011-03-20 22:30:00,8.700000000000001,2.0,0.6000000000000001,5.0546,1533.0,18.1
