date,COAL,URANIUM,BIOMASS,GAS,OIL,GEOTHERMAL,WIND,SOLAR,HYDRO,ENERGY_DEMAND,MAX_ENERGY_PRICE
2010-07-28 13:30:00,300080,500080,100080,200080,50080,149999,4545,51031,285326,6903682,609
2010-07-28 14:30:00,300086,500086,100086,200086,50086,161538,4545,69331,229891,7249291,575
2010-07-28 15:30:00,300090,500090,100090,200090,50090,173076,4545,82639,246195,7475920,552
2010-07-28 16:30:00,300092,500092,100092,200092,50092,184615,9090,91648,251086,7637393,536
2010-07-28 17:30:00,300094,500094,100094,200094,50094,190384,9090,94230,242934,7722379,527
2010-07-28 18:30:00,300095,500095,100095,200095,50095,196153,9090,69009,236413,7679886,532
2010-07-28 19:30:00,300094,500094,100094,200094,50094,201923,9090,65185,216847,7560906,543
2010-07-28 20:30:00,300092,500092,100092,200092,50092,201923,9090,65013,198913,7311614,568
2010-07-28 21:30:00,300090,500090,100090,200090,50090,201923,9090,33871,185869,7107648,589
2010-07-28 22:30:00,300086,500086,100086,200086,50086,207692,4545,12033,176086,7002832,599
2010-07-28 23:30:00,300083,500083,100083,200083,50083,207692,4545,10243,171195,6526912,647
2010-07-29 00:30:00,300075,500075,100075,200075,50075,219230,4545,0,164673,5968838,703
2010-07-29 01:30:00,300073,500073,100073,200073,50073,230769,4545,0,169565,5470254,752
2010-07-29 02:30:00,300071,500071,100071,200071,50071,230769,4545,0,174456,5186968,781
2010-07-29 03:30:00,300070,500070,100070,200070,50070,230769,4545,0,169565,4966005,803
2010-07-29 04:30:00,300069,500069,100069,200069,50069,230769,4545,0,187500,4858356,814
2010-07-29 05:30:00,300068,500068,100068,200068,50068,242307,4545,0,172826,4841359,815
2010-07-29 06:30:00,300068,500068,100068,200068,50068,242307,4545,0,179347,5022662,797
2010-07-29 07:30:00,300068,500068,100068,200068,50068,248076,4545,0,169565,5354107,764
2010-07-29 08:30:00,300068,500068,100068,200068,50068,259615,4545,0,167934,5609065,739
2010-07-29 09:30:00,300068,500068,100068,200068,50068,219230,4545,0,171195,5824362,717
2010-07-29 10:30:00,300067,500067,100067,200067,50067,161538,9090,0,171195,6116147,688
2010-07-29 11:30:00,300067,500067,100067,200067,50067,121153,9090,10142,169565,6325779,667
2010-07-29 12:30:00,300070,500070,100070,200070,50070,103846,9090,15812,174456,6569405,643
2010-07-29 13:30:00,300075,500075,100075,200075,50075,98076,9090,52723,167934,6742209,625
2010-07-29 14:30:00,300079,500079,100079,200079,50079,92307,9090,72192,169565,6883852,611
2010-07-29 15:30:00,300082,500082,100082,200082,50082,86538,9090,87402,171195,6940509,605
2010-07-29 16:30:00,300083,500083,100083,200083,50083,86538,9090,83174,172826,6977337,602
2010-07-29 17:30:00,300085,500085,100085,200085,50085,80769,9090,100000,185869,6968838,603
2010-07-29 18:30:00,300086,500086,100086,200086,50086,80769,9090,96175,187500,6844192,615
2010-07-29 19:30:00,300085,500085,100085,200085,50085,80769,9090,85903,189130,6555240,644
2010-07-29 20:30:00,300083,500083,100083,200083,50083,80769,9090,70241,192391,6212464,678
2010-07-29 21:30:00,300081,500081,100081,200081,50081,80769,9090,50770,194021,5915014,708
2010-07-29 22:30:00,300076,500076,100076,200076,50076,80769,9090,29958,190760,5733711,726
2010-07-29 23:30:00,300074,500074,100074,200074,50074,74999,9090,11930,192391,5288951,771
2010-07-30 00:30:00,300063,500063,100063,200063,50063,69230,4545,0,190760,4767705,823
2010-07-30 01:30:00,300059,500059,100059,200059,50059,63461,4545,0,190760,4399433,860
2010-07-30 02:30:00,300055,500055,100055,200055,50055,57692,4545,0,161413,4082152,891
2010-07-30 03:30:00,300052,500052,100052,200052,50052,57692,4545,0,169565,3906515,909
2010-07-30 04:30:00,300051,500051,100051,200051,50051,69230,4545,0,159782,3767705,923
2010-07-30 05:30:00,300049,500049,100049,200049,50049,74999,4545,0,146739,3813031,918
2010-07-30 06:30:00,300049,500049,100049,200049,50049,80769,4545,0,140217,4011331,898
2010-07-30 07:30:00,300048,500048,100048,200048,50048,86538,4545,0,136956,4218130,878
2010-07-30 08:30:00,300047,500047,100047,200047,50047,86538,4545,0,140217,4490084,850
