date,COAL,URANIUM,BIOMASS,GAS,OIL,GEOTHERMAL,WIND,SOLAR,HYDRO,ENERGY_DEMAND,MAX_ENERGY_PRICE,COAL_PRICE,URANIUM_PRICE,BIOMASS_PRICE,GAS_PRICE,OIL_PRICE
2013-03-10 04:30:00,999977,999596,999874,999094,999764,548413,2793086,0,1017252,783237,783237,1212957,1219514,1450216,939695,944799
2013-03-10 05:30:00,999928,999565,999946,999293,999669,590599,2793086,0,1018580,801604,801604,1212957,1219319,1449822,939816,944811
2013-03-10 06:30:00,1000118,999677,999923,999118,999576,590599,2793086,0,1016588,781460,781460,1212957,1219125,1449428,939937,944822
2013-03-10 07:30:00,1000110,999533,999882,999122,999610,548413,2793086,0,1015260,781460,781460,1212957,1218931,1449034,940058,944833
2013-03-10 08:30:00,1000051,999478,999725,999240,999474,590599,2793086,0,1014596,789754,789754,1212957,1218736,1448640,940179,944844
2013-03-10 09:30:00,1000002,999599,999478,999342,999569,632785,2793086,0,1015260,824710,824710,1212957,1218542,1448246,940301,944855
2013-03-10 10:30:00,1000133,999741,999591,999515,999556,674970,2327572,0,1015260,847223,847223,1212957,1218347,1447852,940422,944866
2013-03-10 11:30:00,999944,999652,999666,999483,999687,717156,2793086,0,1019908,856703,856703,1212957,1218153,1447458,940543,944877
2013-03-10 12:30:00,999850,999629,999698,999520,999751,717156,2793086,0,1015924,860850,860850,1212957,1217959,1447064,940664,944888
2013-03-10 13:30:00,999677,999783,999613,999583,999774,674970,2793086,869189,1015924,838929,838929,1212957,1217764,1446670,940785,944900
2013-03-10 14:30:00,999722,999821,999733,999815,999587,632785,3258601,802898,1012604,860258,860258,1212957,1217570,1446276,940906,944911
2013-03-10 15:30:00,999636,999797,999636,999800,999480,590599,3724115,1668846,1009284,841891,841891,1212957,1217376,1445882,941027,944922
2013-03-10 16:30:00,999711,999716,999655,999815,999496,590599,4189629,2155217,1006628,831227,831227,1212957,1217181,1445488,941149,944933
2013-03-10 17:30:00,999830,1000002,999926,999780,999433,590599,4189629,3754631,1007956,841891,841891,1212957,1216987,1445094,941270,944944
2013-03-10 18:30:00,999799,1000234,1000014,999782,999401,590599,3724115,3574701,1009284,849593,849593,1212957,1216792,1444700,941391,944955
2013-03-10 19:30:00,999921,1000424,999962,999808,999453,590599,3258601,3069738,1009948,863220,863220,1212957,1216598,1444306,941512,944966
