date,COAL,URANIUM,BIOMASS,GAS,OIL,GEOTHERMAL,WIND,SOLAR,HYDRO,ENERGY_DEMAND,MAX_ENERGY_PRICE,COAL_PRICE,URANIUM_PRICE,BIOMASS_PRICE,GAS_PRICE,OIL_PRICE
2015-05-02 19:30:00,1000406,999691,1000157,1000115,999877,511648,578091,3338774,1034292,803856,803856,1198064,1571355,742267,967840,1090941
2015-05-02 20:30:00,1000354,999759,1000166,1000235,999997,548195,578091,2646129,1034970,795003,795003,1198255,1571769,741121,969126,1091166
2015-05-02 21:30:00,1000245,999921,1000201,1000485,1000207,548195,578091,1338126,1035647,826874,826874,1198446,1572183,739975,970412,1091391
2015-05-02 22:30:00,1000081,999732,1000255,1000353,1000222,584741,578091,901822,1042420,819791,819791,1198637,1572597,738829,971698,1091616
2015-05-02 23:30:00,1000093,999769,1000197,1000072,1000322,584741,578091,0,1047162,773756,773756,1198827,1573011,737683,972984,1091840
2015-05-03 00:30:00,999976,999882,1000275,1000085,1000437,584741,4046643,0,1045130,716506,716506,1199018,1573425,736537,974270,1092065
2015-05-03 01:30:00,999964,999893,1000221,1000070,1000446,548195,5202827,0,1043775,671650,671650,1199209,1573838,735391,975556,1092290
2015-05-03 02:30:00,999990,999875,1000264,999892,1000616,548195,5780919,0,1045130,649223,649223,1199400,1574252,734245,976842,1092514
2015-05-03 03:30:00,999904,999917,1000480,999956,1000799,548195,5780919,0,1045807,631517,631517,1199590,1574666,733099,978128,1092739
2015-05-03 04:30:00,999850,999774,1000365,999758,1000841,584741,5780919,0,1043775,626795,626795,1199781,1575080,731953,979414,1092964
2015-05-03 05:30:00,999910,999820,1000159,999931,1000984,584741,4624735,0,1043775,628566,628566,1199972,1575494,730807,980699,1093189
2015-05-03 06:30:00,999914,999928,1000080,999917,1001054,584741,2312367,0,1049194,635648,635648,1200163,1575908,729661,981985,1093413
2015-05-03 07:30:00,999955,999947,1000109,999688,1000984,584741,578091,0,1044452,639779,639779,1200353,1576322,728515,983271,1093638
2015-05-03 08:30:00,999799,999947,999976,999592,1000949,584741,578091,0,1042420,653944,653944,1200544,1576736,727369,984557,1093863
2015-05-03 09:30:00,999846,999903,999890,999589,1001361,584741,578091,0,1062740,695849,695849,1200735,1577150,726223,985843,1094088
2015-05-03 10:30:00,999878,1000170,999846,999693,1001279,548195,578091,0,1039034,724178,724178,1200926,1577564,725077,987129,1094312
2015-05-03 11:30:00,999868,1000284,999952,999651,1001224,548195,578091,355691,1041743,746016,746016,1201116,1577977,723931,988415,1094537
2015-05-03 12:30:00,999643,1000324,999962,999628,1001253,548195,578091,1529234,1042420,765493,765493,1201307,1578391,722785,989701,1094762
2015-05-03 13:30:00,999696,1000381,1000174,999447,1001499,511648,578091,2541077,1043098,789691,789691,1201498,1578805,721639,990987,1094987
2015-05-03 14:30:00,999523,1000351,1000123,999303,1001606,548195,578091,3444993,1042420,785560,785560,1201689,1579219,720493,992273,1095211
2015-05-03 15:30:00,999562,1000384,1000034,999228,1001543,548195,578091,4167030,1043098,793232,793232,1201879,1579633,719347,993559,1095436
2015-05-03 16:30:00,999507,1000412,1000070,999236,1001599,584741,578091,3903643,1043098,801495,801495,1202070,1580047,718201,994845,1095661
2015-05-03 17:30:00,999673,1000568,1000292,999189,1001480,621287,578091,1951350,1043775,809758,809758,1202261,1580461,717055,996131,1095885
2015-05-03 18:30:00,999582,1000636,1000159,999081,1001418,621287,578091,3552678,1044452,817431,817431,1202452,1580875,715909,997417,1096110
2015-05-03 19:30:00,999695,1000536,1000102,999024,1001383,657834,578091,1949257,1046484,816250,816250,1202642,1581289,714763,998702,1096335
2015-05-03 20:30:00,999835,1000508,1000035,999032,1001221,657834,578091,1398681,1036324,815070,815070,1202833,1581703,713617,999988,1096560
2015-05-03 21:30:00,999808,1000458,999972,998909,1001210,657834,578091,1072380,1034970,844580,844580,1203024,1582117,712471,1001274,1096784
2015-05-03 22:30:00,999867,1000526,999904,999094,1001174,621287,578091,1091231,1032260,831595,831595,1203215,1582530,711325,1002560,1097009
2015-05-03 23:30:00,999776,1000456,999835,999195,1001239,621287,578091,0,1034970,810348,810348,1203405,1582944,710179,1003846,1097234
2015-05-04 00:30:00,999935,1000239,999766,999003,1001280,584741,578091,0,1032938,751918,751918,1203596,1583358,709033,1005132,1097459
2015-05-04 01:30:00,1000013,1000123,999606,998880,1001342,584741,578091,0,1034970,699980,699980,1203787,1583772,707887,1006418,1097683
2015-05-04 02:30:00,1000114,1000094,999498,998936,1001357,584741,578091,0,1034292,676372,676372,1203977,1584186,706741,1007704,1097908
2015-05-04 03:30:00,999961,1000000,999346,998970,1001298,548195,578091,0,1034292,663388,663388,1204168,1584600,705595,1008990,1098133
2015-05-04 04:30:00,1000116,1000006,999279,999122,1001154,548195,578091,0,1034970,658076,658076,1204359,1585014,704449,1010276,1098358
2015-05-04 05:30:00,1000241,1000020,999269,999054,1000943,548195,578091,0,1035647,665158,665158,1204550,1585428,703303,1011562,1098582
2015-05-04 06:30:00,1000007,999896,999304,999038,1000815,584741,578091,0,1034970,712374,712374,1204740,1585842,702157,1012848,1098807
2015-05-04 07:30:00,999994,999915,999218,999110,1000848,621287,578091,0,1033615,774936,774936,1204931,1586256,701011,1014134,1099032
2015-05-04 08:30:00,1000158,999861,999124,999355,1000879,657834,578091,0,1032938,827464,827464,1205122,1586669,699865,1015419,1099256
2015-05-04 09:30:00,999948,999974,999237,999644,1000802,657834,578091,0,1033615,879992,879992,1205313,1587083,698719,1016705,1099481
2015-05-04 10:30:00,999920,999882,999153,999539,1000647,694380,578091,0,1033615,914224,914224,1205503,1587497,697573,1017991,1099706
2015-05-04 11:30:00,999928,999891,999080,999555,1000726,694380,578091,495489,1029551,957899,957899,1205694,1587911,696427,1019277,1099931
2015-05-04 12:30:00,1000105,1000015,999116,999619,1000869,730926,578091,1130567,1033615,981507,981507,1205885,1588325,695281,1020563,1100155
2015-05-04 13:30:00,1000002,999998,999013,999748,1000739,730926,578091,2520560,1028874,987409,987409,1206076,1588739,694135,1021849,1100380
2015-05-04 14:30:00,1000065,1000035,999025,999823,1000647,804019,1156183,3399513,1032938,1017509,1017509,1206266,1589153,692989,1023135,1100605
2015-05-04 15:30:00,999964,1000018,999134,999992,1000586,840566,1156183,4100944,1032938,1022231,1022231,1206457,1589567,691843,1024421,1100830
2015-05-04 16:30:00,1000179,999917,999096,1000074,1000574,877112,1156183,4503540,1033615,1048200,1048200,1206648,1589981,690697,1025707,1101054
2015-05-04 17:30:00,1000251,999975,998934,1000022,1000502,950205,1156183,4031846,1034292,1029904,1029904,1206839,1590395,689551,1026993,1101279
2015-05-04 18:30:00,1000251,999777,998965,1000015,1000573,1023297,1156183,3832548,1034292,1019280,1019280,1207029,1590809,688405,1028279,1101504
2015-05-04 19:30:00,1000294,999837,998962,1000109,1000486,1132936,1156183,3283792,1033615,1007476,1007476,1207220,1591222,687259,1029565,1101729
2015-05-04 20:30:00,1000188,999806,998965,1000083,1000697,1169483,578091,1993923,1032260,995672,995672,1207411,1591636,686113,1030851,1101953
2015-05-04 21:30:00,1000171,999857,998906,1000140,1000592,1169483,578091,1015466,1034970,1005115,1005115,1207602,1592050,684967,1032137,1102178
2015-05-04 22:30:00,1000209,999928,998950,1000180,1000432,1169483,578091,855432,1035647,974424,974424,1207792,1592464,683821,1033422,1102403
2015-05-04 23:30:00,1000242,999910,999029,1000142,1000279,1169483,578091,0,1030228,907732,907732,1207983,1592878,682675,1034708,1102628
2015-05-05 00:30:00,1000116,999902,999152,1000124,1000180,1206029,578091,0,1028196,838088,838088,1208174,1593292,681529,1035994,1102852
2015-05-05 01:30:00,1000197,999992,999469,1000255,1000248,1206029,578091,0,1026842,785560,785560,1208353,1593687,680446,1037251,1103078
2015-05-05 02:30:00,1000039,1000046,999479,1000250,1000238,1206029,578091,0,1026842,756640,756640,1208521,1594064,679425,1038477,1103303
2015-05-05 03:30:00,1000063,1000101,999615,1000087,1000257,1206029,578091,0,1027519,741294,741294,1208678,1594423,678466,1039674,1103530
2015-05-05 04:30:00,999983,1000262,999669,1000089,1000412,1242575,578091,0,1029551,725949,725949,1208824,1594763,677571,1040842,1103756
2015-05-05 05:30:00,999993,1000076,999899,1000135,1000658,1315668,578091,0,1027519,728900,728900,1208958,1595084,676738,1041979,1103984
