Date,Temp,Rain,Wind,UV,Energy,River
2007-12-08 11:30:00,-1.7000000000000002,1.5,0.2,0.0,1680.0,16.12
2007-12-08 12:30:00,-1.4,1.4,0.2,0.0,1686.0,16.16
2007-12-08 13:30:00,-0.5,1.3,0.2,0.0,1655.0,16.16
2007-12-08 14:30:00,0.7000000000000001,1.2000000000000002,0.2,4.1115,1645.0,16.17
2007-12-08 15:30:00,1.8,1.2000000000000002,0.2,1.621,1608.0,16.14
2007-12-08 16:30:00,2.6,1.2000000000000002,0.2,3.1159,1609.0,16.15
2007-12-08 17:30:00,3.2,1.3,0.3,8.9553,1653.0,16.05
2007-12-08 18:30:00,3.4000000000000004,1.4,0.3,21.9991,1806.0,15.99
2007-12-08 19:30:00,3.0,1.4,0.3,15.9907,1812.0,16.0
2007-12-08 20:30:00,1.6,1.5,0.4,8.4158,1779.0,16.0
2007-12-08 21:30:00,-0.2,1.5,0.6000000000000001,0.0,1752.0,16.0
2007-12-08 22:30:00,-1.3,1.5,0.7000000000000001,0.0,1725.0,15.98
2007-12-08 23:30:00,-1.6,1.5,0.6000000000000001,0.0,1644.0,16.0
2007-12-09 00:30:00,-2.5,1.6,0.5,0.0,1546.0,15.98
2007-12-09 01:30:00,-2.6,1.6,0.4,0.0,1461.0,15.99
2007-12-09 02:30:00,-2.2,1.6,0.3,0.0,1402.0,15.98
2007-12-09 03:30:00,-1.9,1.7000000000000002,0.2,0.0,1373.0,16.06
2007-12-09 04:30:00,-1.8,1.7000000000000002,0.2,0.0,1335.0,16.13
2007-12-09 05:30:00,-1.7000000000000002,1.8,0.2,0.0,1344.0,16.15
2007-12-09 06:30:00,-1.4,2.0,0.2,0.0,1372.0,16.19
2007-12-09 07:30:00,-1.1,2.1,0.2,0.0,1391.0,16.17
2007-12-09 08:30:00,-1.0,2.0,0.2,0.0,1443.0,16.31
2007-12-09 09:30:00,-0.9,1.9,0.2,0.0,1467.0,16.36
