date,COAL,URANIUM,BIOMASS,GAS,OIL,GEOTHERMAL,WIND,SOLAR,HYDRO,ENERGY_DEMAND,MAX_ENERGY_PRICE
2010-03-14 04:30:00,300017,500017,100017,200017,50017,70909,22727,0,277415,3458896,954
2010-03-14 05:30:00,300016,500016,100016,200016,50016,70909,18181,0,278920,3394144,960
2010-03-14 06:30:00,300016,500016,100016,200016,50016,65454,18181,0,282308,3444819,955
2010-03-14 07:30:00,300016,500016,100016,200016,50016,59999,13636,0,285319,3512387,948
2010-03-14 08:30:00,300015,500015,100015,200015,50015,59999,18181,0,287954,3650337,934
2010-03-14 09:30:00,300016,500016,100016,200016,50016,54545,27272,0,289836,3731981,926
2010-03-14 10:30:00,300017,500017,100017,200017,50017,54545,27272,0,293601,3813626,918
2010-03-14 11:30:00,300019,500019,100019,200019,50019,54545,18181,0,294353,3926238,907
2010-03-14 12:30:00,300023,500023,100023,200023,50023,49090,9090,0,293977,3979729,902
2010-03-14 13:30:00,300028,500028,100028,200028,50028,49090,9090,5224,296612,4021959,897
2010-03-14 14:30:00,300032,500032,100032,200032,50032,54545,13636,4276,299247,4109234,889
2010-03-14 15:30:00,300034,500034,100034,200034,50034,54545,18181,10377,300000,4072635,892
2010-03-14 16:30:00,300035,500035,100035,200035,50035,59999,18181,4818,299623,4041666,895
2010-03-14 17:30:00,300035,500035,100035,200035,50035,59999,18181,12164,299247,4103603,889
2010-03-14 18:30:00,300035,500035,100035,200035,50035,59999,18181,17569,298494,4190878,880
2010-03-14 19:30:00,300035,500035,100035,200035,50035,59999,18181,14910,299247,4202139,879
2010-03-14 20:30:00,300035,500035,100035,200035,50035,59999,18181,8010,296988,4354166,864
2010-03-14 21:30:00,300032,500032,100032,200032,50032,59999,13636,3974,295106,4438626,856
2010-03-14 22:30:00,300028,500028,100028,200028,50028,59999,13636,0,293601,4351351,864
2010-03-14 23:30:00,300026,500026,100026,200026,50026,59999,13636,0,289460,4140202,885
2010-03-15 00:30:00,300025,500025,100025,200025,50025,59999,18181,0,287578,3813626,918
2010-03-15 01:30:00,300024,500024,100024,200024,50024,59999,18181,0,282308,3610923,938
2010-03-15 02:30:00,300023,500023,100023,200023,50023,54545,18181,0,277415,3532094,946
2010-03-15 03:30:00,300022,500022,100022,200022,50022,54545,18181,0,273274,3422297,957
2010-03-15 04:30:00,300021,500021,100021,200021,50021,54545,18181,0,268757,3503941,949
2010-03-15 05:30:00,300021,500021,100021,200021,50021,54545,22727,0,264993,3579954,942
2010-03-15 06:30:00,300021,500021,100021,200021,50021,54545,22727,0,260100,3827702,917
2010-03-15 07:30:00,300020,500020,100020,200020,50020,49090,22727,0,254454,4224662,877
2010-03-15 08:30:00,300020,500020,100020,200020,50020,49090,22727,0,251442,4576576,842
2010-03-15 09:30:00,300019,500019,100019,200019,50019,54545,22727,0,246925,4708896,829
2010-03-15 10:30:00,300019,500019,100019,200019,50019,54545,27272,0,243914,4821509,817
2010-03-15 11:30:00,300019,500019,100019,200019,50019,59999,27272,0,239774,4900337,809
2010-03-15 12:30:00,300020,500020,100020,200020,50020,65454,36363,2684,235633,4846846,815
2010-03-15 13:30:00,300022,500022,100022,200022,50022,70909,36363,415,233375,4844031,815
2010-03-15 14:30:00,300025,500025,100025,200025,50025,70909,40909,5445,229234,4784909,821
2010-03-15 15:30:00,300029,500029,100029,200029,50029,70909,40909,7794,226223,4818693,818
2010-03-15 16:30:00,300031,500031,100031,200031,50031,70909,45454,9932,224341,4804617,819
2010-03-15 17:30:00,300033,500033,100033,200033,50033,65454,45454,10084,222459,4768018,823
2010-03-15 18:30:00,300034,500034,100034,200034,50034,65454,45454,5390,220577,4768018,823
2010-03-15 19:30:00,300034,500034,100034,200034,50034,65454,45454,11033,219824,4745495,825
2010-03-15 20:30:00,300033,500033,100033,200033,50033,65454,40909,4100,217942,4784909,821
2010-03-15 21:30:00,300031,500031,100031,200031,50031,65454,36363,27130,215683,4790540,820
2010-03-15 22:30:00,300028,500028,100028,200028,50028,65454,31818,0,212296,4689189,831
2010-03-15 23:30:00,300026,500026,100026,200026,50026,65454,31818,0,211166,4402027,859
2010-03-16 00:30:00,300024,500024,100024,200024,50024,70909,27272,0,209284,4140202,885
2010-03-16 01:30:00,300022,500022,100022,200022,50022,70909,27272,0,207779,3895270,910
2010-03-16 02:30:00,300020,500020,100020,200020,50020,70909,22727,0,206649,3793918,920
2010-03-16 03:30:00,300019,500019,100019,200019,50019,70909,18181,0,205144,3703828,929
2010-03-16 04:30:00,300018,500018,100018,200018,50018,70909,18181,0,202509,3743243,925
2010-03-16 05:30:00,300018,500018,100018,200018,50018,70909,18181,0,201380,3807995,919
2010-03-16 06:30:00,300018,500018,100018,200018,50018,65454,18181,0,199498,4067004,893
2010-03-16 07:30:00,300017,500017,100017,200017,50017,59999,18181,0,199121,4520270,847
2010-03-16 08:30:00,300016,500016,100016,200016,50016,54545,13636,0,199498,4751126,824
2010-03-16 09:30:00,300015,500015,100015,200015,50015,43636,13636,0,198368,4762387,823
2010-03-16 10:30:00,300015,500015,100015,200015,50015,38181,13636,0,199498,4675112,832
2010-03-16 11:30:00,300016,500016,100016,200016,50016,32727,13636,0,198745,4649774,835
2010-03-16 12:30:00,300021,500021,100021,200021,50021,27272,13636,11580,198745,4663851,833
2010-03-16 13:30:00,300029,500029,100029,200029,50029,27272,13636,29607,198745,4666666,833
2010-03-16 14:30:00,300038,500038,100038,200038,50038,27272,18181,48563,198745,4641328,835
2010-03-16 15:30:00,300043,500043,100043,200043,50043,32727,18181,63836,199121,4644144,835
2010-03-16 16:30:00,300047,500047,100047,200047,50047,32727,18181,73865,199498,4638513,836
2010-03-16 17:30:00,300049,500049,100049,200049,50049,38181,22727,76855,199874,4573761,842
2010-03-16 18:30:00,300050,500050,100050,200050,50050,38181,22727,73266,199874,4545608,845
2010-03-16 19:30:00,300050,500050,100050,200050,50050,38181,22727,63029,200627,4539977,846
2010-03-16 20:30:00,300049,500049,100049,200049,50049,38181,18181,37671,200250,4551238,844
2010-03-16 21:30:00,300043,500043,100043,200043,50043,38181,13636,28681,200627,4641328,835
2010-03-16 22:30:00,300033,500033,100033,200033,50033,32727,13636,6596,201756,4497747,850
2010-03-16 23:30:00,300028,500028,100028,200028,50028,32727,13636,0,202509,4241554,875
2010-03-17 00:30:00,300024,500024,100024,200024,50024,27272,18181,0,202885,3926238,907
2010-03-17 01:30:00,300022,500022,100022,200022,50022,21818,18181,0,202509,3751689,924
2010-03-17 02:30:00,300019,500019,100019,200019,50019,21818,18181,0,204015,3594031,940
2010-03-17 03:30:00,300016,500016,100016,200016,50016,21818,13636,0,204767,3596846,940
2010-03-17 04:30:00,300014,500014,100014,200014,50014,21818,13636,0,204015,3554617,944
2010-03-17 05:30:00,300012,500012,100012,200012,50012,21818,18181,0,204767,3689752,931
2010-03-17 06:30:00,300011,500011,100011,200011,50011,21818,18181,0,203638,3884009,911
2010-03-17 07:30:00,300010,500010,100010,200010,50010,21818,18181,0,204015,4326013,867
2010-03-17 08:30:00,300009,500009,100009,200009,50009,21818,22727,0,204767,4604729,839
2010-03-17 09:30:00,300009,500009,100009,200009,50009,21818,31818,0,203262,4742680,825
2010-03-17 10:30:00,300010,500010,100010,200010,50010,21818,36363,0,203638,4768018,823
2010-03-17 11:30:00,300015,500015,100015,200015,50015,16363,22727,0,203262,4765202,823
2010-03-17 12:30:00,300023,500023,100023,200023,50023,16363,9090,12350,202885,4855292,814
2010-03-17 13:30:00,300032,500032,100032,200032,50032,16363,9090,30694,202885,4737049,826
2010-03-17 14:30:00,300042,500042,100042,200042,50042,10909,13636,50090,202885,4722972,827
2010-03-17 15:30:00,300048,500048,100048,200048,50048,10909,13636,66064,204391,4686373,831
2010-03-17 16:30:00,300052,500052,100052,200052,50052,10909,9090,76129,202509,4607545,839
2010-03-17 17:30:00,300054,500054,100054,200054,50054,10909,9090,66541,203262,4556869,844
2010-03-17 18:30:00,300054,500054,100054,200054,50054,16363,13636,75330,203638,4469594,853
2010-03-17 19:30:00,300054,500054,100054,200054,50054,16363,13636,64960,202885,4345720,865
2010-03-17 20:30:00,300052,500052,100052,200052,50052,16363,13636,49079,202885,4503378,849
2010-03-17 21:30:00,300046,500046,100046,200046,50046,16363,18181,29904,203262,4601914,839
2010-03-17 22:30:00,300038,500038,100038,200038,50038,16363,36363,11733,202509,4486486,851
2010-03-17 23:30:00,300034,500034,100034,200034,50034,16363,50000,0,201756,4264076,873
2010-03-18 00:30:00,300027,500027,100027,200027,50027,16363,40909,0,200627,3962837,903
2010-03-18 01:30:00,300023,500023,100023,200023,50023,16363,31818,0,201003,3757319,924
2010-03-18 02:30:00,300020,500020,100020,200020,50020,10909,27272,0,200250,3636261,936
2010-03-18 03:30:00,300017,500017,100017,200017,50017,10909,22727,0,201003,3582770,941
2010-03-18 04:30:00,300016,500016,100016,200016,50016,10909,27272,0,200627,3633445,936
2010-03-18 05:30:00,300016,500016,100016,200016,50016,10909,40909,0,200627,3720720,927
2010-03-18 06:30:00,300017,500017,100017,200017,50017,10909,45454,0,199498,3940315,905
2010-03-18 07:30:00,300018,500018,100018,200018,50018,10909,40909,0,199874,4390765,860
2010-03-18 08:30:00,300019,500019,100019,200019,50019,10909,31818,0,199121,4661036,833
2010-03-18 09:30:00,300018,500018,100018,200018,50018,10909,22727,0,197616,4680743,831
2010-03-18 10:30:00,300018,500018,100018,200018,50018,10909,22727,0,197992,4694819,830
2010-03-18 11:30:00,300019,500019,100019,200019,50019,10909,22727,0,197616,4692004,830
2010-03-18 12:30:00,300024,500024,100024,200024,50024,10909,13636,12896,197992,4697635,830
2010-03-18 13:30:00,300033,500033,100033,200033,50033,10909,9090,31450,197239,4601914,839
2010-03-18 14:30:00,300042,500042,100042,200042,50042,10909,13636,38066,197239,4646959,835
2010-03-18 15:30:00,300049,500049,100049,200049,50049,10909,18181,66620,196110,4663851,833
2010-03-18 16:30:00,300051,500051,100051,200051,50051,16363,18181,63780,195734,4525900,847
2010-03-18 17:30:00,300053,500053,100053,200053,50053,16363,22727,79490,195734,4520270,847
2010-03-18 18:30:00,300054,500054,100054,200054,50054,16363,22727,75783,194981,4475225,852
2010-03-18 19:30:00,300054,500054,100054,200054,50054,21818,27272,64938,193475,4385135,861
2010-03-18 20:30:00,300052,500052,100052,200052,50052,21818,22727,47000,193099,4413288,858
2010-03-18 21:30:00,300045,500045,100045,200045,50045,21818,18181,29961,186700,4596283,840
2010-03-18 22:30:00,300036,500036,100036,200036,50036,21818,27272,11810,185947,4492117,850
2010-03-18 23:30:00,300032,500032,100032,200032,50032,21818,40909,0,187076,4213400,878
2010-03-19 00:30:00,300026,500026,100026,200026,50026,16363,31818,0,186700,3878378,912
2010-03-19 01:30:00,300024,500024,100024,200024,50024,16363,27272,0,186323,3672860,932
2010-03-19 02:30:00,300021,500021,100021,200021,50021,21818,22727,0,185947,3548986,945
2010-03-19 03:30:00,300020,500020,100020,200020,50020,21818,18181,0,185570,3495495,950
2010-03-19 04:30:00,300019,500019,100019,200019,50019,27272,18181,0,183688,3456081,954
2010-03-19 05:30:00,300019,500019,100019,200019,50019,32727,22727,0,182183,3582770,941
2010-03-19 06:30:00,300019,500019,100019,200019,50019,38181,22727,0,177289,3822072,917
2010-03-19 07:30:00,300016,500016,100016,200016,50016,38181,18181,0,177289,4233108,876
2010-03-19 08:30:00,300013,500013,100013,200013,50013,43636,13636,0,180301,4559684,844
2010-03-19 09:30:00,300012,500012,100012,200012,50012,43636,18181,0,180301,4593468,840
2010-03-19 10:30:00,300012,500012,100012,200012,50012,38181,18181,0,182183,4644144,835
2010-03-19 11:30:00,300017,500017,100017,200017,50017,38181,18181,0,183688,4669481,833
2010-03-19 12:30:00,300027,500027,100027,200027,50027,38181,18181,12063,181806,4725788,827
2010-03-19 13:30:00,300037,500037,100037,200037,50037,43636,18181,30191,181806,4686373,831
2010-03-19 14:30:00,300046,500046,100046,200046,50046,43636,27272,49109,181053,4666666,833
2010-03-19 15:30:00,300051,500051,100051,200051,50051,43636,31818,64284,180301,4652590,834
2010-03-19 16:30:00,300053,500053,100053,200053,50053,43636,31818,61378,179548,4562500,843
2010-03-19 17:30:00,300055,500055,100055,200055,50055,43636,36363,77274,178795,4528716,847
2010-03-19 18:30:00,300056,500056,100056,200056,50056,49090,36363,73864,179171,4359797,864
2010-03-19 19:30:00,300056,500056,100056,200056,50056,49090,31818,63614,175407,4264076,873
2010-03-19 20:30:00,300054,500054,100054,200054,50054,49090,27272,47873,174654,4238738,876
2010-03-19 21:30:00,300048,500048,100048,200048,50048,43636,22727,29183,175031,4385135,861
2010-03-19 22:30:00,300041,500041,100041,200041,50041,43636,18181,11352,175031,4309121,869
2010-03-19 23:30:00,300037,500037,100037,200037,50037,43636,18181,0,176160,4044481,895
2010-03-20 00:30:00,300034,500034,100034,200034,50034,38181,18181,0,175784,3802364,919
2010-03-20 01:30:00,300032,500032,100032,200032,50032,38181,18181,0,175031,3512387,948
2010-03-20 02:30:00,300030,500030,100030,200030,50030,38181,18181,0,174654,3503941,949
2010-03-20 03:30:00,300029,500029,100029,200029,50029,38181,18181,0,174278,3411036,958
2010-03-20 04:30:00,300027,500027,100027,200027,50027,38181,13636,0,175031,3357545,964
2010-03-20 05:30:00,300025,500025,100025,200025,50025,38181,13636,0,174278,3399774,960
2010-03-20 06:30:00,300023,500023,100023,200023,50023,43636,13636,0,174654,3509572,949
2010-03-20 07:30:00,300021,500021,100021,200021,50021,43636,13636,0,174654,3692567,930
2010-03-20 08:30:00,300020,500020,100020,200020,50020,43636,13636,0,174278,3796734,920
2010-03-20 09:30:00,300021,500021,100021,200021,50021,43636,9090,0,174278,3923423,907
2010-03-20 10:30:00,300022,500022,100022,200022,50022,38181,9090,0,174654,4036036,896
2010-03-20 11:30:00,300025,500025,100025,200025,50025,43636,13636,0,173902,4086711,891
2010-03-20 12:30:00,300030,500030,100030,200030,50030,43636,13636,6000,173902,4134572,886
2010-03-20 13:30:00,300038,500038,100038,200038,50038,43636,9090,18720,173525,4131756,886
2010-03-20 14:30:00,300048,500048,100048,200048,50048,49090,18181,36763,172020,4072635,892
2010-03-20 15:30:00,300054,500054,100054,200054,50054,49090,22727,63808,170890,4033220,896
2010-03-20 16:30:00,300057,500057,100057,200057,50057,49090,22727,59922,171267,3976914,902
2010-03-20 17:30:00,300058,500058,100058,200058,50058,54545,22727,60904,170890,3965653,903
2010-03-20 18:30:00,300059,500059,100059,200059,50059,54545,22727,54262,170890,3867117,913
2010-03-20 19:30:00,300059,500059,100059,200059,50059,54545,22727,49789,171267,3833333,916
2010-03-20 20:30:00,300057,500057,100057,200057,50057,59999,18181,41116,170890,3960022,903
2010-03-20 21:30:00,300052,500052,100052,200052,50052,59999,13636,25970,171267,4157094,884
2010-03-20 22:30:00,300046,500046,100046,200046,50046,59999,27272,11049,170514,4050112,894
2010-03-20 23:30:00,300043,500043,100043,200043,50043,59999,40909,0,170514,3844594,915
2010-03-21 00:30:00,300037,500037,100037,200037,50037,59999,27272,0,170138,3540540,945
2010-03-21 01:30:00,300035,500035,100035,200035,50035,59999,27272,0,169385,3332207,966
2010-03-21 02:30:00,300032,500032,100032,200032,50032,59999,27272,0,168632,3247747,975
2010-03-21 03:30:00,300030,500030,100030,200030,50030,59999,27272,0,167126,3174549,982
2010-03-21 04:30:00,300028,500028,100028,200028,50028,59999,22727,0,165621,3115427,988
2010-03-21 05:30:00,300026,500026,100026,200026,50026,59999,22727,0,165997,3135135,986
2010-03-21 06:30:00,300025,500025,100025,200025,50025,59999,18181,0,165621,3253378,974
2010-03-21 07:30:00,300025,500025,100025,200025,50025,59999,9090,0,162233,3377252,962
2010-03-21 08:30:00,300024,500024,100024,200024,50024,59999,9090,0,161856,3447635,955
2010-03-21 09:30:00,300024,500024,100024,200024,50024,65454,9090,0,161856,3523648,947
