date,COAL,URANIUM,BIOMASS,GAS,OIL,GEOTHERMAL,WIND,SOLAR,HYDRO,ENERGY_DEMAND,MAX_ENERGY_PRICE,COAL_PRICE,URANIUM_PRICE,BIOMASS_PRICE,GAS_PRICE,OIL_PRICE
2012-11-04 03:30:00,1000275,999890,999843,999685,999797,958904,900077,0,1076630,789167,789167,969245,578510,709769,1073989,957382
2012-11-04 04:30:00,1000350,999960,999850,999700,999832,1065449,1260108,0,1076630,786784,786784,969237,578267,709525,1073408,957344
2012-11-04 05:30:00,1000179,1000097,999840,999900,999690,1065449,1080092,0,1076630,782615,782615,969229,578023,709280,1072826,957305
2012-11-04 06:30:00,1000086,999940,999831,999894,999815,1065449,720061,0,1072885,804652,804652,969220,577780,709035,1072244,957267
2012-11-04 07:30:00,1000159,999953,999918,999980,999982,958904,360030,0,1072885,829667,829667,969212,577537,708790,1071662,957229
2012-11-04 08:30:00,1000201,1000136,999979,1000029,1000071,958904,180015,0,1069765,839197,839197,969203,577294,708546,1071081,957191
2012-11-04 09:30:00,1000130,1000181,1000058,999869,1000002,852359,180015,0,1066644,878506,878506,969195,577051,708301,1070499,957153
2012-11-04 10:30:00,1000323,1000186,1000086,999719,1000085,852359,180015,0,1059778,907095,907095,969186,576808,708056,1069917,957115
2012-11-04 11:30:00,1000458,1000191,1000123,999738,1000119,852359,180015,0,1056034,920198,920198,969178,576565,707811,1069336,957077
2012-11-04 12:30:00,1000402,1000074,1000165,999659,1000243,745814,180015,0,1053537,916029,916029,969170,576321,707567,1068754,957039
2012-11-04 13:30:00,1000571,1000152,1000299,999599,1000202,745814,180015,744591,1052289,911860,911860,969161,576078,707322,1068172,957001
2012-11-04 14:30:00,1000444,1000093,1000303,999613,1000162,745814,180015,2213647,1051665,924963,924963,969153,575835,707077,1067590,956962
2012-11-04 15:30:00,1000250,1000057,1000450,999693,1000273,745814,180015,1287957,1055409,931514,931514,969144,575592,706832,1067009,956924
2012-11-04 16:30:00,1000469,999973,1000329,999708,1000317,745814,180015,1285550,1053537,921985,921985,969136,575349,706588,1066427,956886
2012-11-04 17:30:00,1000536,1000110,1000085,999771,1000257,745814,180015,2126637,1053537,939257,939257,969128,575106,706343,1065845,956848
2012-11-04 18:30:00,1000449,1000108,1000247,999762,1000167,745814,180015,4489144,1057282,986309,986309,969119,574862,706098,1065264,956810
2012-11-04 19:30:00,1000561,1000055,1000215,999643,1000185,745814,180015,2688710,1058530,995839,995839,969111,574619,705853,1064682,956772
2012-11-04 20:30:00,1000641,1000041,1000014,999642,1000151,745814,180015,2063799,1059778,976780,976780,969102,574376,705609,1064100,956734
2012-11-04 21:30:00,1000605,1000094,1000007,999704,999984,745814,180015,0,1062275,988692,988692,969094,574133,705364,1063518,956696
2012-11-04 22:30:00,1000812,1000225,1000146,1000075,1000168,852359,180015,0,1063523,964868,964868,969085,573890,705119,1062937,956658
2012-11-04 23:30:00,1000726,1000307,1000327,1000191,1000162,852359,180015,0,1065396,916624,916624,969077,573647,704874,1062355,956619
2012-11-05 00:30:00,1000640,1000231,1000258,1000188,1000139,852359,180015,0,1065396,863616,863616,969069,573404,704630,1061773,956581
2012-11-05 01:30:00,1000664,1000118,1000293,1000094,1000095,852359,180015,0,1065396,819542,819542,969073,573229,704450,1061231,956565
2012-11-05 02:30:00,1000746,1000036,1000107,1000118,1000067,852359,180015,0,1061027,809417,809417,969089,573124,704334,1060729,956569
2012-11-05 03:30:00,1000537,999755,999940,1000065,999915,852359,180015,0,1059154,806439,806439,969118,573088,704284,1060267,956595
2012-11-05 04:30:00,1000652,999699,999966,1000132,1000195,958904,540046,0,1058530,796909,796909,969159,573120,704298,1059844,956643
2012-11-05 05:30:00,1000944,999454,999921,1000073,1000312,958904,540046,0,1057282,815373,815373,969213,573222,704378,1059461,956712
2012-11-05 06:30:00,1000990,999514,999871,1000036,1000487,958904,720061,0,1062899,868977,868977,969280,573393,704521,1059118,956802
2012-11-05 07:30:00,1000928,999634,999909,999925,1000290,1065449,720061,0,1065396,955934,955934,969358,573632,704730,1058815,956913
2012-11-05 08:30:00,1000853,999651,999767,999954,1000462,1065449,720061,0,1066020,1001795,1001795,969449,573940,705004,1058552,957046
2012-11-05 09:30:00,1000769,999669,999761,1000026,1000508,958904,540046,0,1061651,1035148,1035148,969553,574318,705342,1058328,957201
2012-11-05 10:30:00,1000699,999620,999632,1000206,1000538,958904,360030,0,1055409,1048252,1048252,969669,574764,705745,1058144,957376
