date,COAL,URANIUM,BIOMASS,GAS,OIL,GEOTHERMAL,WIND,SOLAR,HYDRO,ENERGY_DEMAND,MAX_ENERGY_PRICE,COAL_PRICE,URANIUM_PRICE,BIOMASS_PRICE,GAS_PRICE,OIL_PRICE
2014-04-21 12:30:00,1000690,1000055,1000100,999882,1000156,443215,585726,1397380,1016302,1026870,1026870,1071231,858196,1029796,1203296,1050337
2014-04-21 13:30:00,1000310,999825,1000030,999949,1000101,443215,585726,2438802,1016302,1037840,1037840,1071137,857766,1030063,1203348,1050153
2014-04-21 14:30:00,1000339,999743,1000216,999934,1000140,443215,585726,3390053,1017621,1053075,1053075,1071035,857368,1030297,1203417,1049956
2014-04-21 15:30:00,1000439,999880,1000318,999815,999941,483507,585726,4124342,1018281,1051856,1051856,1070926,857001,1030499,1203504,1049743
2014-04-21 16:30:00,1000368,999671,1000340,999986,1000021,523800,585726,4553319,1017621,1050638,1050638,1070810,856665,1030668,1203607,1049516
2014-04-21 17:30:00,1000310,999792,1000361,999950,999987,564092,1171453,4630657,1022897,1037230,1037230,1070687,856361,1030805,1203728,1049275
2014-04-21 18:30:00,1000250,999787,1000537,999805,1000130,604384,1171453,4369454,1022238,1023823,1023823,1070556,856088,1030908,1203866,1049019
2014-04-21 19:30:00,1000251,999764,1000442,999914,1000049,684969,585726,3766507,1023557,997009,997009,1070418,855847,1030979,1204021,1048749
2014-04-21 20:30:00,1000120,999731,1000459,999904,1000058,725261,585726,2196695,1021578,990305,990305,1070273,855637,1031017,1204194,1048464
2014-04-21 21:30:00,1000108,999766,1000345,999868,999965,765553,585726,1572841,1024216,1011635,1011635,1070120,855458,1031022,1204383,1048165
2014-04-21 22:30:00,1000257,999828,1000308,999980,999782,805846,585726,820320,1026854,981164,981164,1069960,855311,1030995,1204590,1047851
2014-04-21 23:30:00,1000305,999823,1000436,999725,999893,805846,585726,0,1024876,923269,923269,1069793,855196,1030935,1204814,1047523
2014-04-22 00:30:00,1000340,999732,1000546,999737,999857,805846,585726,0,1026195,858061,858061,1069619,855111,1030842,1205055,1047180
2014-04-22 01:30:00,1000296,999563,1000456,999797,999988,805846,585726,0,1026854,807479,807479,1069447,855050,1030708,1205297,1046832
2014-04-22 02:30:00,1000215,999771,1000467,999724,1000097,805846,585726,0,1026195,779446,779446,1069277,855012,1030534,1205539,1046480
2014-04-22 03:30:00,1000361,999607,1000432,999960,1000107,846138,585726,0,1027514,769086,769086,1069110,854996,1030320,1205782,1046124
