date,COAL,URANIUM,BIOMASS,GAS,OIL,GEOTHERMAL,WIND,SOLAR,HYDRO,ENERGY_DEMAND,MAX_ENERGY_PRICE,COAL_PRICE,URANIUM_PRICE,BIOMASS_PRICE,GAS_PRICE,OIL_PRICE
2018-03-11 04:30:00,999656,999682,1000002,999897,999586,158034,1645917,0,1000852,837210,837210,827927,1033041,878953,961047,942706
2018-03-11 05:30:00,999735,999702,1000104,999912,999620,158034,1234437,0,998968,837831,837831,827805,1032504,879292,961532,942616
2018-03-11 06:30:00,999529,999612,1000243,999800,999682,158034,1234437,0,995826,852116,852116,827684,1031967,879631,962016,942527
2018-03-11 07:30:00,999578,999626,1000147,999757,999785,118526,1645917,0,996454,871990,871990,827562,1031430,879971,962500,942437
2018-03-11 08:30:00,999539,999624,999993,999737,999851,118526,1645917,0,997083,892486,892486,827440,1030893,880310,962984,942348
2018-03-11 09:30:00,999520,999688,1000121,999744,999726,118526,1645917,0,997711,908013,908013,827319,1030356,880650,963468,942258
2018-03-11 10:30:00,999521,999782,1000297,999537,999763,118526,1645917,0,999596,913602,913602,827197,1029819,880989,963952,942168
2018-03-11 11:30:00,999698,999675,1000271,999768,999735,118526,1645917,0,1000224,911118,911118,827075,1029283,881328,964437,942079
2018-03-11 12:30:00,999832,999768,1000124,999583,999825,118526,2057396,0,1000852,908013,908013,826954,1028746,881668,964921,941989
2018-03-11 13:30:00,999877,999897,999973,999591,999837,118526,2057396,1373754,999596,897454,897454,826832,1028209,882007,965405,941900
2018-03-11 14:30:00,999896,999956,1000022,999733,999966,158034,2057396,2293781,998968,896833,896833,826710,1027672,882346,965889,941810
2018-03-11 15:30:00,999943,1000131,999915,999794,999883,158034,1645917,3009741,1000852,881927,881927,826589,1027135,882686,966373,941721
2018-03-11 16:30:00,999918,1000091,999999,999774,999801,158034,1234437,3583474,1000852,871369,871369,826467,1026598,883025,966857,941631
2018-03-11 17:30:00,1000089,1000248,1000052,999694,999746,197543,1645917,3287291,1001481,874474,874474,826346,1026061,883364,967341,941541
2018-03-11 18:30:00,1000090,1000325,1000015,999559,999612,197543,2057396,3500026,1004622,882548,882548,826224,1025524,883704,967826,941452
2018-03-11 19:30:00,1000161,1000159,1000130,999509,999687,197543,2057396,2878075,1005250,893728,893728,826102,1024987,884043,968310,941362
2018-03-11 20:30:00,1000206,1000217,1000027,999545,999845,237052,2057396,2272841,1005879,940309,940309,825981,1024451,884382,968794,941273
2018-03-11 21:30:00,1000115,1000114,1000022,999655,1000022,237052,1645917,1342324,1003366,971362,971362,825859,1023914,884722,969278,941183
2018-03-11 22:30:00,1000100,1000000,1000059,999646,1000038,237052,1234437,0,1006507,953351,953351,825737,1023377,885061,969762,941094
